Training: 2023-12-28 00:21:17,101-rank_id: 0
Training: 2023-12-28 00:52:19,371-Speed 797.94 samples/sec   Loss 23.5234   LearningRate 0.020000   Epoch: 0   Global Step: 11460   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:52:20,977-Speed 797.37 samples/sec   Loss 23.6540   LearningRate 0.020000   Epoch: 0   Global Step: 11470   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:52:22,583-Speed 797.36 samples/sec   Loss 23.7275   LearningRate 0.020000   Epoch: 0   Global Step: 11480   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:52:24,188-Speed 797.88 samples/sec   Loss 23.4328   LearningRate 0.020000   Epoch: 0   Global Step: 11490   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:52:25,794-Speed 797.68 samples/sec   Loss 23.4190   LearningRate 0.020000   Epoch: 0   Global Step: 11500   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:52:27,400-Speed 797.04 samples/sec   Loss 23.6384   LearningRate 0.020000   Epoch: 0   Global Step: 11510   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:52:29,004-Speed 798.36 samples/sec   Loss 22.9686   LearningRate 0.020000   Epoch: 0   Global Step: 11520   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:52:30,609-Speed 797.43 samples/sec   Loss 23.0975   LearningRate 0.020000   Epoch: 0   Global Step: 11530   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:52:32,216-Speed 797.80 samples/sec   Loss 23.5129   LearningRate 0.020000   Epoch: 0   Global Step: 11540   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:52:33,820-Speed 797.73 samples/sec   Loss 23.6301   LearningRate 0.020000   Epoch: 0   Global Step: 11550   Fp16 Grad Scale: 524288   Required: 9 hours
Training: 2023-12-28 00:52:35,418-Speed 800.83 samples/sec   Loss 23.6331   LearningRate 0.020000   Epoch: 0   Global Step: 11560   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:52:37,024-Speed 797.66 samples/sec   Loss 23.4547   LearningRate 0.020000   Epoch: 0   Global Step: 11570   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:52:38,629-Speed 797.74 samples/sec   Loss 23.5061   LearningRate 0.020000   Epoch: 0   Global Step: 11580   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:52:40,233-Speed 798.44 samples/sec   Loss 23.8596   LearningRate 0.020000   Epoch: 0   Global Step: 11590   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:52:41,836-Speed 798.19 samples/sec   Loss 23.9747   LearningRate 0.020000   Epoch: 0   Global Step: 11600   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:52:43,441-Speed 797.77 samples/sec   Loss 23.2558   LearningRate 0.020000   Epoch: 0   Global Step: 11610   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:52:45,045-Speed 798.18 samples/sec   Loss 22.9569   LearningRate 0.020000   Epoch: 0   Global Step: 11620   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:52:46,648-Speed 798.32 samples/sec   Loss 23.9460   LearningRate 0.020000   Epoch: 0   Global Step: 11630   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:52:48,254-Speed 797.57 samples/sec   Loss 23.3890   LearningRate 0.020000   Epoch: 0   Global Step: 11640   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:52:49,858-Speed 798.09 samples/sec   Loss 23.4399   LearningRate 0.020000   Epoch: 0   Global Step: 11650   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:52:51,456-Speed 801.43 samples/sec   Loss 24.0956   LearningRate 0.020000   Epoch: 0   Global Step: 11660   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:52:53,059-Speed 798.39 samples/sec   Loss 24.0078   LearningRate 0.020000   Epoch: 0   Global Step: 11670   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:52:54,664-Speed 798.12 samples/sec   Loss 23.3166   LearningRate 0.020000   Epoch: 0   Global Step: 11680   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:52:56,267-Speed 798.13 samples/sec   Loss 23.3623   LearningRate 0.020000   Epoch: 0   Global Step: 11690   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:52:57,873-Speed 797.58 samples/sec   Loss 23.2409   LearningRate 0.020000   Epoch: 0   Global Step: 11700   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:52:59,476-Speed 798.56 samples/sec   Loss 23.9350   LearningRate 0.020000   Epoch: 0   Global Step: 11710   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:53:01,080-Speed 797.97 samples/sec   Loss 23.6642   LearningRate 0.020000   Epoch: 0   Global Step: 11720   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:53:02,684-Speed 798.25 samples/sec   Loss 23.8541   LearningRate 0.020000   Epoch: 0   Global Step: 11730   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:53:04,287-Speed 798.13 samples/sec   Loss 24.0184   LearningRate 0.020000   Epoch: 0   Global Step: 11740   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:53:05,892-Speed 798.20 samples/sec   Loss 23.4548   LearningRate 0.020000   Epoch: 0   Global Step: 11750   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:53:07,496-Speed 798.84 samples/sec   Loss 23.7317   LearningRate 0.020000   Epoch: 0   Global Step: 11760   Fp16 Grad Scale: 524288   Required: 9 hours
Training: 2023-12-28 00:53:09,093-Speed 801.30 samples/sec   Loss 23.8909   LearningRate 0.020000   Epoch: 0   Global Step: 11770   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:53:10,698-Speed 797.53 samples/sec   Loss 22.8740   LearningRate 0.020000   Epoch: 0   Global Step: 11780   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:53:12,301-Speed 798.60 samples/sec   Loss 23.4798   LearningRate 0.020000   Epoch: 0   Global Step: 11790   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:53:13,906-Speed 797.72 samples/sec   Loss 23.2129   LearningRate 0.020000   Epoch: 0   Global Step: 11800   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:53:15,511-Speed 798.12 samples/sec   Loss 23.1862   LearningRate 0.020000   Epoch: 0   Global Step: 11810   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:53:17,113-Speed 798.97 samples/sec   Loss 23.0201   LearningRate 0.020000   Epoch: 0   Global Step: 11820   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:53:18,717-Speed 798.29 samples/sec   Loss 23.4525   LearningRate 0.020000   Epoch: 0   Global Step: 11830   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:53:20,321-Speed 797.80 samples/sec   Loss 23.6072   LearningRate 0.020000   Epoch: 0   Global Step: 11840   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:53:21,925-Speed 797.94 samples/sec   Loss 23.1760   LearningRate 0.020000   Epoch: 0   Global Step: 11850   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:53:23,530-Speed 798.00 samples/sec   Loss 23.0631   LearningRate 0.020000   Epoch: 0   Global Step: 11860   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:53:25,126-Speed 801.96 samples/sec   Loss 23.4451   LearningRate 0.020000   Epoch: 0   Global Step: 11870   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:53:26,731-Speed 797.63 samples/sec   Loss 23.0379   LearningRate 0.020000   Epoch: 0   Global Step: 11880   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:53:28,381-Speed 775.73 samples/sec   Loss 23.1539   LearningRate 0.020000   Epoch: 0   Global Step: 11890   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:53:29,986-Speed 797.86 samples/sec   Loss 23.3258   LearningRate 0.020000   Epoch: 0   Global Step: 11900   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:53:31,591-Speed 798.13 samples/sec   Loss 23.2268   LearningRate 0.020000   Epoch: 0   Global Step: 11910   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:53:33,194-Speed 799.20 samples/sec   Loss 23.0862   LearningRate 0.020000   Epoch: 0   Global Step: 11920   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:53:34,796-Speed 799.10 samples/sec   Loss 23.0374   LearningRate 0.020000   Epoch: 0   Global Step: 11930   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:53:36,399-Speed 798.54 samples/sec   Loss 22.7865   LearningRate 0.020000   Epoch: 0   Global Step: 11940   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:53:38,003-Speed 798.55 samples/sec   Loss 23.1869   LearningRate 0.020000   Epoch: 0   Global Step: 11950   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:53:39,606-Speed 798.53 samples/sec   Loss 22.8802   LearningRate 0.020000   Epoch: 0   Global Step: 11960   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:53:41,211-Speed 797.51 samples/sec   Loss 22.4681   LearningRate 0.020000   Epoch: 0   Global Step: 11970   Fp16 Grad Scale: 524288   Required: 9 hours
Training: 2023-12-28 00:53:42,810-Speed 800.63 samples/sec   Loss 23.0292   LearningRate 0.020000   Epoch: 0   Global Step: 11980   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:53:44,413-Speed 798.34 samples/sec   Loss 23.6141   LearningRate 0.020000   Epoch: 0   Global Step: 11990   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:53:46,018-Speed 797.81 samples/sec   Loss 22.8054   LearningRate 0.020000   Epoch: 0   Global Step: 12000   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:53:47,621-Speed 798.68 samples/sec   Loss 23.0339   LearningRate 0.020000   Epoch: 0   Global Step: 12010   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:53:49,218-Speed 801.42 samples/sec   Loss 23.0469   LearningRate 0.020000   Epoch: 0   Global Step: 12020   Fp16 Grad Scale: 131072   Required: 9 hours
Training: 2023-12-28 00:53:50,821-Speed 798.66 samples/sec   Loss 23.3199   LearningRate 0.020000   Epoch: 0   Global Step: 12030   Fp16 Grad Scale: 131072   Required: 9 hours
Training: 2023-12-28 00:53:52,425-Speed 798.48 samples/sec   Loss 23.0614   LearningRate 0.020000   Epoch: 0   Global Step: 12040   Fp16 Grad Scale: 131072   Required: 9 hours
Training: 2023-12-28 00:53:54,030-Speed 797.57 samples/sec   Loss 22.5944   LearningRate 0.020000   Epoch: 0   Global Step: 12050   Fp16 Grad Scale: 131072   Required: 9 hours
Training: 2023-12-28 00:53:55,633-Speed 798.74 samples/sec   Loss 22.7142   LearningRate 0.020000   Epoch: 0   Global Step: 12060   Fp16 Grad Scale: 131072   Required: 9 hours
Training: 2023-12-28 00:53:57,236-Speed 798.14 samples/sec   Loss 23.2723   LearningRate 0.020000   Epoch: 0   Global Step: 12070   Fp16 Grad Scale: 131072   Required: 9 hours
Training: 2023-12-28 00:53:58,841-Speed 798.16 samples/sec   Loss 23.3024   LearningRate 0.020000   Epoch: 0   Global Step: 12080   Fp16 Grad Scale: 131072   Required: 9 hours
Training: 2023-12-28 00:54:00,444-Speed 798.40 samples/sec   Loss 23.2782   LearningRate 0.020000   Epoch: 0   Global Step: 12090   Fp16 Grad Scale: 131072   Required: 9 hours
Training: 2023-12-28 00:54:02,048-Speed 798.81 samples/sec   Loss 22.6839   LearningRate 0.020000   Epoch: 0   Global Step: 12100   Fp16 Grad Scale: 131072   Required: 9 hours
Training: 2023-12-28 00:54:03,651-Speed 798.45 samples/sec   Loss 23.4619   LearningRate 0.020000   Epoch: 0   Global Step: 12110   Fp16 Grad Scale: 131072   Required: 9 hours
Training: 2023-12-28 00:54:05,256-Speed 797.92 samples/sec   Loss 23.0180   LearningRate 0.020000   Epoch: 0   Global Step: 12120   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:54:06,913-Speed 772.27 samples/sec   Loss 22.9178   LearningRate 0.020000   Epoch: 0   Global Step: 12130   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:54:08,515-Speed 799.01 samples/sec   Loss 23.1359   LearningRate 0.020000   Epoch: 0   Global Step: 12140   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:54:10,120-Speed 797.85 samples/sec   Loss 23.2251   LearningRate 0.020000   Epoch: 0   Global Step: 12150   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:54:11,725-Speed 797.43 samples/sec   Loss 22.5726   LearningRate 0.020000   Epoch: 0   Global Step: 12160   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:54:13,329-Speed 798.37 samples/sec   Loss 22.9767   LearningRate 0.020000   Epoch: 0   Global Step: 12170   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:54:14,934-Speed 797.70 samples/sec   Loss 22.3742   LearningRate 0.020000   Epoch: 0   Global Step: 12180   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:54:16,538-Speed 798.42 samples/sec   Loss 22.8392   LearningRate 0.020000   Epoch: 0   Global Step: 12190   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:54:18,143-Speed 797.61 samples/sec   Loss 22.4660   LearningRate 0.020000   Epoch: 0   Global Step: 12200   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:54:19,746-Speed 798.55 samples/sec   Loss 22.6570   LearningRate 0.020000   Epoch: 0   Global Step: 12210   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:54:21,344-Speed 800.97 samples/sec   Loss 23.5042   LearningRate 0.020000   Epoch: 0   Global Step: 12220   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:54:22,949-Speed 797.59 samples/sec   Loss 22.6595   LearningRate 0.020000   Epoch: 0   Global Step: 12230   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:54:24,553-Speed 798.51 samples/sec   Loss 23.3276   LearningRate 0.020000   Epoch: 0   Global Step: 12240   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:54:26,157-Speed 798.59 samples/sec   Loss 22.3177   LearningRate 0.020000   Epoch: 0   Global Step: 12250   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:54:27,760-Speed 798.41 samples/sec   Loss 22.7583   LearningRate 0.020000   Epoch: 0   Global Step: 12260   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:54:29,364-Speed 798.38 samples/sec   Loss 22.6133   LearningRate 0.020000   Epoch: 0   Global Step: 12270   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:54:30,968-Speed 798.28 samples/sec   Loss 23.0059   LearningRate 0.020000   Epoch: 0   Global Step: 12280   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:54:32,573-Speed 797.42 samples/sec   Loss 23.0220   LearningRate 0.020000   Epoch: 0   Global Step: 12290   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:54:34,177-Speed 798.10 samples/sec   Loss 22.6769   LearningRate 0.020000   Epoch: 0   Global Step: 12300   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:54:35,781-Speed 798.06 samples/sec   Loss 23.0925   LearningRate 0.020000   Epoch: 0   Global Step: 12310   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:54:37,378-Speed 802.04 samples/sec   Loss 22.9473   LearningRate 0.020000   Epoch: 0   Global Step: 12320   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:54:38,982-Speed 798.20 samples/sec   Loss 22.1855   LearningRate 0.020000   Epoch: 0   Global Step: 12330   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:54:40,588-Speed 797.48 samples/sec   Loss 23.0652   LearningRate 0.020000   Epoch: 0   Global Step: 12340   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:54:42,191-Speed 798.08 samples/sec   Loss 22.7890   LearningRate 0.020000   Epoch: 0   Global Step: 12350   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:54:43,795-Speed 798.25 samples/sec   Loss 22.8729   LearningRate 0.020000   Epoch: 0   Global Step: 12360   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:54:45,400-Speed 797.84 samples/sec   Loss 23.0149   LearningRate 0.020000   Epoch: 0   Global Step: 12370   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:54:47,004-Speed 798.25 samples/sec   Loss 22.6745   LearningRate 0.020000   Epoch: 0   Global Step: 12380   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:54:48,608-Speed 798.50 samples/sec   Loss 22.8805   LearningRate 0.020000   Epoch: 0   Global Step: 12390   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:54:50,213-Speed 797.82 samples/sec   Loss 23.1321   LearningRate 0.020000   Epoch: 0   Global Step: 12400   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:54:51,817-Speed 797.93 samples/sec   Loss 22.9068   LearningRate 0.020000   Epoch: 0   Global Step: 12410   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:54:53,422-Speed 797.81 samples/sec   Loss 22.2260   LearningRate 0.020000   Epoch: 0   Global Step: 12420   Fp16 Grad Scale: 524288   Required: 9 hours
Training: 2023-12-28 00:54:55,019-Speed 801.81 samples/sec   Loss 22.5557   LearningRate 0.020000   Epoch: 0   Global Step: 12430   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:54:56,623-Speed 797.84 samples/sec   Loss 22.3686   LearningRate 0.020000   Epoch: 0   Global Step: 12440   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:54:58,227-Speed 798.03 samples/sec   Loss 22.6612   LearningRate 0.020000   Epoch: 0   Global Step: 12450   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:54:59,832-Speed 797.78 samples/sec   Loss 22.2412   LearningRate 0.020000   Epoch: 0   Global Step: 12460   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:55:01,434-Speed 798.79 samples/sec   Loss 22.5313   LearningRate 0.020000   Epoch: 0   Global Step: 12470   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:55:03,039-Speed 798.09 samples/sec   Loss 22.8113   LearningRate 0.020000   Epoch: 0   Global Step: 12480   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:55:04,642-Speed 798.74 samples/sec   Loss 22.0069   LearningRate 0.020000   Epoch: 0   Global Step: 12490   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:55:06,245-Speed 798.63 samples/sec   Loss 22.9313   LearningRate 0.020000   Epoch: 0   Global Step: 12500   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:55:07,849-Speed 798.59 samples/sec   Loss 22.2146   LearningRate 0.020000   Epoch: 0   Global Step: 12510   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:55:09,452-Speed 798.60 samples/sec   Loss 22.1784   LearningRate 0.020000   Epoch: 0   Global Step: 12520   Fp16 Grad Scale: 262144   Required: 9 hours
Training: 2023-12-28 00:55:11,056-Speed 798.37 samples/sec   Loss 22.5792   LearningRate 0.020000   Epoch: 0   Global Step: 12530   Fp16 Grad Scale: 524288   Required: 9 hours
Training: 2023-12-28 00:55:12,660-Speed 798.09 samples/sec   Loss 22.2199   LearningRate 0.020000   Epoch: 0   Global Step: 12540   Fp16 Grad Scale: 524288   Required: 9 hours
